Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
3846,27430,2011/1/31,High,3,315.27,0.08,Regular Air,278.6,105.98,13.99,Anthony Garverick,Nova Scotia,Atlantic,Small Business,Furniture,Office Furnishings,Tenex 46" x 60" Computer Anti-Static Chairmat-- Rectangular Shaped,Medium Box,0.65,2011/2/1
5119,36454,2011/2/18,Critical,8,69.57,0.05,Regular Air,-36.06,7.98,6.5,Anthony Garverick,Nova Scotia,Atlantic,Small Business,Office Supplies,Storage & Organization,Iris Project Case,Medium Box,0.59,2011/2/21
6713,47842,2010/5/12,Medium,50,230.23,0.06,Express Air,-150.93,4.28,5.74,Anthony Garverick,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 1953,Small Box,0.4,2010/5/12
3845,27430,2011/1/31,High,12,82.64,0.1,Regular Air,0.35,7.08,2.35,Anthony Garverick,Quebec,Quebec,Small Business,Office Supplies,Pens & Art Supplies,SANFORD Major Accent? Highlighters,Wrap Bag,0.47,2011/2/1
2477,17988,2010/9/22,Low,46,2660.6105,0.03,Regular Air,618.07,65.99,8.99,Anthony Garverick,Saskachewan,Prarie,Small Business,Technology,Telephones and Communication,5180,Small Box,0.56,2010/9/24
3203,22978,2009/4/2,Medium,28,1801.95,0.03,Delivery Truck,-182.07,60.89,32.41,Anthony Garverick,Saskachewan,Prarie,Small Business,Furniture,Chairs & Chairmats,Global Push Button Manager's Chair-- Indigo,Jumbo Drum,0.56,2009/4/3
3302,23586,2010/1/14,Medium,32,210.9,0.03,Regular Air,-62.46,6.48,5.74,Anthony Garverick,Saskachewan,Prarie,Small Business,Office Supplies,Paper,Xerox 1994,Small Box,0.37,2010/1/17
607,4134,2011/1/11,Critical,48,6403.39,0.01,Delivery Truck,-824.15,130.98,54.74,Anthony Garverick,Yukon,Yukon,Small Business,Furniture,Bookcases,O'Sullivan Elevations Bookcase-- Cherry Finish,Jumbo Box,0.69,2011/1/13
608,4134,2011/1/11,Critical,23,757.91,0.02,Regular Air,-16.05,30.97,4,Anthony Garverick,Yukon,Yukon,Small Business,Technology,Computer Peripherals,Microsoft Multimedia Keyboard,Small Box,0.74,2011/1/11
3512,25028,2011/1/5,Critical,5,477.39,0.02,Delivery Truck,-211.36,81.94,55.81,Anthony Jacobs,Alberta,West,Home Office,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Jumbo Box,0.6,2011/1/6
3513,25028,2011/1/5,Critical,14,552.08,0,Express Air,203.24,37.94,5.08,Anthony Jacobs,Alberta,West,Home Office,Office Supplies,Paper,Snap-A-Way? Black Print Carbonless Ruled Speed Letter-- Triplicate,Wrap Bag,0.38,2011/1/7
1496,10791,2011/8/19,Not Specified,20,400.57,0.05,Regular Air,93.36,19.98,5.77,Anthony Johnson,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box,0.38,2011/8/21
3371,24097,2010/8/4,High,1,17.19,0,Regular Air,-35.34,14.48,1.99,Anthony Johnson,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,TDK 4.7GB DVD+RW,Small Pack,0.49,2010/8/4
3372,24097,2010/8/4,High,27,2689.48,0.04,Regular Air,399.93,99.99,19.99,Anthony Johnson,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,U.S. Robotics 56K Internet Call Modem,Small Box,0.5,2010/8/6
3373,24097,2010/8/4,High,2,15.31,0.01,Regular Air,-8.15,4.98,4.86,Anthony Johnson,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 190,Small Box,0.38,2010/8/6
7500,53511,2009/2/20,Medium,41,241.1,0.07,Regular Air,-243.24,5.81,8.49,Anthony Johnson,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Small Box,0.39,2009/2/22
7501,53511,2009/2/20,Medium,49,491.93,0.04,Regular Air,-53.62,9.65,6.22,Anthony Johnson,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,Eldon Expressions? Desk Accessory-- Wood Pencil Holder-- Oak,Small Box,0.55,2009/2/21
4044,28839,2009/4/28,Low,30,102.95,0.06,Express Air,-175.86,3.34,7.49,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Pens & Art Supplies,Eldon Spacemaker? Box-- Quick-Snap Lid-- Clear,Wrap Bag,0.54,2009/4/30
4111,29252,2009/8/6,Low,9,65.81,0.01,Regular Air,-15.44,6.48,5.19,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1995,Small Box,0.37,2009/8/10
5058,36068,2009/2/5,Critical,23,6133.18,0.06,Delivery Truck,1243.17,279.81,23.19,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Jumbo Drum,0.59,2009/2/6
7120,50816,2009/3/27,High,25,286.07,0.07,Regular Air,-35.94,11.97,4.98,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.58,2009/3/29
7121,50816,2009/3/27,High,26,733.92,0.03,Regular Air,302.8,28.53,1.49,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,2009/3/29
7122,50816,2009/3/27,High,6,99.11,0.01,Regular Air,-12.46,15.28,1.99,Anthony Johnson,British Columbia,West,Small Business,Technology,Computer Peripherals,Memorex 4.7GB DVD+R-- 3/Pack,Small Pack,0.42,2009/3/29
143,928,2011/3/1,Low,21,1222.68,0.06,Express Air,300.97,59.98,3.99,Anthony O'Donnell,British Columbia,West,Consumer,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,0.57,2011/3/6
144,928,2011/3/1,Low,26,390.2,0.02,Express Air,45,14.58,7.4,Anthony O'Donnell,British Columbia,West,Consumer,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,Small Box,0.48,2011/3/3
6769,48197,2012/5/5,Not Specified,32,1282.49,0.07,Regular Air,154.74,40.97,14.45,Anthony O'Donnell,British Columbia,West,Consumer,Furniture,Office Furnishings,Dana Halogen Swing-Arm Architect Lamp,Large Box,0.57,2012/5/7
7921,56640,2011/8/25,High,2,29.31,0,Regular Air,-12.78,11.48,5.43,Anthony O'Donnell,British Columbia,West,Corporate,Office Supplies,Paper,Personal Creations? Ink Jet Cards and Labels,Small Box,0.36,2011/8/26
7922,56640,2011/8/25,High,11,80.26,0.06,Regular Air,-22.55,6.68,5.66,Anthony O'Donnell,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1923,Small Box,0.37,2011/8/26
679,4741,2012/7/6,Not Specified,40,342.97,0.09,Regular Air,-131.63,8.75,8.54,Anthony O'Donnell,British Columbia,West,Consumer,Furniture,Office Furnishings,Eldon? 400 Class? Desk Accessories-- Black Carbon,Small Pack,0.43,2012/7/7
885,6368,2009/2/22,Not Specified,40,19100.45,0,Delivery Truck,6839.95,442.14,14.7,Anthony O'Donnell,British Columbia,West,Corporate,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Jumbo Drum,0.56,2009/2/22
3913,27904,2011/9/3,High,8,460.5895,0.02,Regular Air,-171.2,65.99,8.99,Anthony O'Donnell,British Columbia,West,Consumer,Technology,Telephones and Communication,Talkabout T8367,Small Box,0.56,2011/9/4
5222,37158,2012/9/22,Low,25,172.04,0.05,Regular Air,-85.11,6.48,7.37,Anthony O'Donnell,British Columbia,West,Consumer,Office Supplies,Paper,Xerox 210,Small Box,0.37,2012/9/27
5264,37445,2012/2/18,High,37,2180.23,0.05,Regular Air,660.25,60.22,3.5,Anthony O'Donnell,British Columbia,West,Corporate,Office Supplies,Appliances,Fellowes Smart Surge Ten-Outlet Protector-- Platinum,Small Box,0.57,2012/2/19
1732,12449,2010/1/31,Medium,36,1400.1,0.03,Regular Air,88.68,39.98,4,Anthony Rawles,British Columbia,West,Small Business,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box,0.7,2010/2/2
2245,16166,2010/1/31,Critical,36,78.51,0.09,Regular Air,-10.06,2.18,1.38,Anthony Rawles,British Columbia,West,Small Business,Office Supplies,Rubber Bands,Advantus Push Pins,Wrap Bag,0.44,2010/2/1
4741,33729,2012/9/19,Not Specified,26,6995.56,0.07,Regular Air,-286.58,279.48,35,Anthony Rawles,British Columbia,West,Small Business,Office Supplies,Storage & Organization,Tennsco Snap-Together Open Shelving Units-- Starter Sets and Add-On Units,Large Box,0.8,2012/9/20
6035,42753,2012/1/18,Medium,45,4072.8175,0.1,Regular Air,897.36,115.99,3,Anthony Rawles,British Columbia,West,Small Business,Technology,Telephones and Communication,V66,Small Box,0.59,2012/1/20
6327,44834,2009/4/20,Medium,13,248.76,0.1,Express Air,35.09,19.98,5.77,Anthony Rawles,British Columbia,West,Small Business,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box,0.38,2009/4/20
6328,44834,2009/4/20,Medium,43,10984.05,0.06,Delivery Truck,785.63,259.71,66.67,Anthony Rawles,British Columbia,West,Small Business,Furniture,Tables,Bevis Round Bullnose 29" High Table Top,Jumbo Box,0.61,2009/4/21
6682,47525,2011/3/3,Medium,40,649.46,0.01,Regular Air,189.04,15.98,4,Anthony Rawles,British Columbia,West,Small Business,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.37,2011/3/4
7264,51815,2009/5/26,Low,37,227.5,0.01,Regular Air,-256.52,5.94,9.92,Anthony Rawles,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,Storex Dura Pro? Binders,Small Box,0.38,2009/6/2
7265,51815,2009/5/26,Low,21,2292.1015,0.02,Regular Air,398.36,125.99,3,Anthony Rawles,British Columbia,West,Small Business,Technology,Telephones and Communication,270c,Small Box,0.59,2009/5/26
7661,54917,2010/4/9,High,12,6034.68,0.06,Regular Air,-517.08,499.99,24.49,Anthony Rawles,British Columbia,West,Small Business,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36,2010/4/10
8106,57857,2010/5/1,High,18,314.96,0.1,Regular Air,153.48,18.65,3.77,Anthony Rawles,British Columbia,West,Small Business,Furniture,Office Furnishings,3M Polarizing Light Filter Sleeves,Small Pack,0.39,2010/5/1
8107,57861,2012/10/25,Medium,40,120.15,0,Regular Air,11.32,2.88,1.49,Anthony Rawles,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,Avery Durable Binders,Small Box,0.36,2012/10/27
167,1057,2012/2/19,Critical,41,341.36,0.09,Regular Air,-52.48,8.46,3.62,Anthony Witt,Ontario,Ontario,Corporate,Technology,Computer Peripherals,Imation 3.5"-- RTS 247544 3M 3.5 DSDD-- 10/Pack,Small Pack,0.61,2012/2/21
2057,14695,2012/9/5,High,40,1992.45,0.05,Delivery Truck,-1609.92,48.58,54.11,Anthony Witt,Ontario,Ontario,Corporate,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Jumbo Box,0.69,2012/9/6
6346,44992,2012/12/24,Critical,32,1673.53,0,Regular Air,524.73,51.98,10.17,Anthony Witt,Ontario,Ontario,Corporate,Technology,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Medium Box,0.37,2012/12/26
6347,44992,2012/12/24,Critical,32,7110.24,0.06,Delivery Truck,-536.17,218.75,69.64,Anthony Witt,Ontario,Ontario,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.72,2012/12/26
7714,55296,2012/10/18,Low,32,317.06,0.05,Regular Air,105.47,10.06,2.06,Anthony Witt,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Riverleaf Stik-Withit? Designer Note Cubes?,Wrap Bag,0.39,2012/10/22
842,6020,2009/9/21,Medium,23,66.09,0.09,Regular Air,13.71,2.88,0.99,Arianne Irving,Saskachewan,Prarie,Corporate,Office Supplies,Labels,Avery 514,Small Box,0.36,2009/9/23
849,6112,2009/8/23,Medium,10,1597.37,0.02,Delivery Truck,-533.69,146.05,80.2,Arianne Irving,Saskachewan,Prarie,Corporate,Furniture,Tables,BPI Conference Tables,Jumbo Box,0.71,2009/8/23
850,6112,2009/8/23,Medium,31,1753.958,0.06,Regular Air,382.39,65.99,5.92,Arianne Irving,Saskachewan,Prarie,Corporate,Technology,Telephones and Communication,252,Small Box,0.55,2009/8/24
904,6501,2012/1/13,High,35,236.99,0.06,Regular Air,-95.79,6.48,6.74,Arianne Irving,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 215,Small Box,0.37,2012/1/15
905,6501,2012/1/13,High,46,4617.336,0.09,Regular Air,978.35,125.99,7.69,Arianne Irving,Saskachewan,Prarie,Corporate,Technology,Telephones and Communication,Timeport L7089,Small Box,0.58,2012/1/15
4448,31687,2011/5/19,High,44,123.06,0.07,Regular Air,3.5,2.78,1.34,Arianne Irving,Saskachewan,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.45,2011/5/19
6397,45412,2010/4/22,Medium,20,586.619,0.06,Regular Air,83.07,35.99,1.1,Arianne Irving,Saskachewan,Prarie,Corporate,Technology,Telephones and Communication,Accessory35,Small Box,0.55,2010/4/23
7944,56743,2011/6/22,Medium,23,524.25,0.06,Express Air,152.31,22.23,8.99,Arianne Irving,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,Executive Impressions 14" Contract Wall Clock with Quartz Movement,Small Pack,0.41,2011/6/25
8388,59911,2011/12/18,Not Specified,1,10.59,0.1,Regular Air,-4.31,9.11,2.15,Arianne Irving,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Black Print Carbonless Snap-Off? Rapid Letter-- 8 1/2" x 7",Wrap Bag,0.4,2011/12/19
246,1699,2010/12/29,Critical,40,430.88,0.05,Regular Air,39,11.09,5.25,Art Ferguson,Nova Scotia,Atlantic,Corporate,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,Small Box,0.36,2011/3/23
773,5511,2009/11/28,Critical,46,129.44,0.02,Express Air,-5.54,2.58,1.3,Art Ferguson,Nova Scotia,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,DIXON Oriole? Pencils,Wrap Bag,0.59,2009/11/29
774,5511,2009/11/28,Critical,32,1829.387,0.02,Regular Air,482.45,65.99,3.9,Art Ferguson,Nova Scotia,Atlantic,Corporate,Technology,Telephones and Communication,StarTAC Series,Small Box,0.55,2009/11/29
2540,18432,2011/3/12,High,42,451.32,0.04,Regular Air,1.16,10.64,5.16,Art Ferguson,Nova Scotia,Atlantic,Corporate,Furniture,Office Furnishings,Eldon Expressions Punched Metal & Wood Desk Accessories-- Pewter & Cherry,Small Box,0.57,2011/3/12
2541,18432,2011/3/12,High,15,217.66,0.1,Express Air,-24.91,14.42,6.75,Art Ferguson,Nova Scotia,Atlantic,Corporate,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.52,2011/3/12
2542,18432,2011/3/12,High,5,1374.67,0.08,Delivery Truck,-126.34,279.81,23.19,Art Ferguson,Nova Scotia,Atlantic,Corporate,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Jumbo Drum,0.59,2011/3/14
2543,18432,2011/3/12,High,12,76.42,0.02,Express Air,20.44,5.84,0.83,Art Ferguson,Nova Scotia,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Avery Hi-Liter? Smear-Safe Highlighters,Wrap Bag,0.49,2011/3/14
3672,26304,2011/3/19,Medium,43,7452.137,0.02,Regular Air,2028.36,205.99,5.99,Art Ferguson,Nova Scotia,Atlantic,Corporate,Technology,Telephones and Communication,3285,Small Box,0.59,2011/3/20
3825,27266,2011/9/8,Critical,9,1031.06,0.03,Regular Air,39.36,115.79,1.99,Art Ferguson,Nova Scotia,Atlantic,Corporate,Technology,Computer Peripherals,Verbatim DVD-R-- 4.7GB-- Spindle-- WE-- Blank-- Ink Jet/Thermal-- 20/Spindle,Small Pack,0.49,2011/9/11
7459,53221,2012/2/26,Not Specified,29,433.44,0.1,Regular Air,147.46,15.68,3.73,Art Ferguson,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack,0.46,2012/2/27
7934,56708,2012/12/2,Not Specified,36,10006.28,0.1,Delivery Truck,-760.98,286.85,61.76,Art Ferguson,Manitoba,Prarie,Corporate,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,Jumbo Box,0.78,2012/12/2
7935,56708,2012/12/2,Not Specified,36,407.17,0.04,Regular Air,-12.82,11.58,6.97,Art Ferguson,Manitoba,Prarie,Corporate,Office Supplies,Envelopes,Peel & Seel? Recycled Catalog Envelopes-- Brown,Small Box,0.35,2012/12/5
1015,7429,2010/5/26,Not Specified,33,1379.34,0.04,Regular Air,-470.85,40.48,19.99,Art Foster,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Small Box,0.77,2010/5/27
1016,7429,2010/5/26,Not Specified,6,168.25,0.09,Express Air,101.78,26.48,6.93,Art Foster,Ontario,Ontario,Home Office,Furniture,Office Furnishings,DAX Natural Wood-Tone Poster Frame,Small Box,0.49,2010/5/27
1912,13670,2012/5/23,Critical,27,116.37,0.04,Express Air,57.63,3.69,0.5,Art Foster,Ontario,Ontario,Home Office,Office Supplies,Labels,Avery 501,Small Box,0.38,2012/5/26
2576,18595,2009/1/31,Critical,6,451.44,0.1,Regular Air,-35.19,78.65,13.99,Art Foster,Ontario,Ontario,Home Office,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,Medium Box,0.52,2009/2/2
2577,18595,2009/1/31,Critical,16,138.55,0.03,Regular Air,0.9,8.34,2.64,Art Foster,Ontario,Ontario,Home Office,Office Supplies,Scissors-- Rulers and Trimmers,Acme? Elite Stainless Steel Scissors,Small Pack,0.59,2009/2/2
3923,27974,2010/10/7,High,35,897.42,0.08,Regular Air,127.17,26.64,5.3,Art Foster,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,SAFCO Optional Arm Kit for Workspace? Cribbage Stacking Chair,Medium Box,,2010/10/8
3924,27974,2010/10/7,High,27,306.02,0.08,Regular Air,-6.7,12.07,6.2,Art Foster,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Eldon? 500 Class? Desk Accessories,Wrap Bag,0.52,2010/10/8
79,481,2012/10/7,High,44,4509.3775,0.01,Regular Air,1426.26,115.99,5.26,Art Foster,British Columbia,West,Home Office,Technology,Telephones and Communication,636,Small Box,0.57,2012/10/9
801,5735,2009/12/10,Medium,10,2665.64,0.1,Delivery Truck,-107.49,280.98,35.67,Art Foster,British Columbia,West,Home Office,Furniture,Tables,Global Adaptabilities? Conference Tables,Jumbo Box,0.66,2009/12/11
816,5891,2012/12/28,Medium,2,44.45,0.01,Regular Air,-17.46,20.98,1.49,Art Foster,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,Avery Legal 4-Ring Binder,Small Box,0.35,2012/12/30
961,6978,2010/12/9,High,47,371.95,0.07,Regular Air,-87.4,8.12,2.83,Art Foster,British Columbia,West,Home Office,Technology,Computer Peripherals,Imation Neon Mac Format Diskettes-- 10/Pack,Small Pack,0.77,2010/12/10
3925,27974,2010/10/7,High,31,813.41,0.09,Express Air,284.65,28.48,1.99,Art Foster,British Columbia,West,Home Office,Technology,Computer Peripherals,Memorex 4.7GB DVD+RW-- 3/Pack,Small Pack,0.4,2010/10/9
5731,40673,2012/2/17,Low,14,157.49,0.02,Regular Air,62.54,10.94,1.39,Art Foster,British Columbia,West,Home Office,Office Supplies,Envelopes,White Business Envelopes with Contemporary Seam-- Recycled White Business Envelopes,Small Box,0.35,2012/2/22
7275,51906,2011/9/1,High,24,206.34,0.04,Regular Air,-38.23,8.46,3.62,Art Foster,British Columbia,West,Home Office,Technology,Computer Peripherals,Imation 3.5"-- RTS 247544 3M 3.5 DSDD-- 10/Pack,Small Pack,0.61,2011/9/2
8365,59780,2010/2/20,Critical,21,6776.92,0,Delivery Truck,1395.02,306.14,26.53,Art Foster,British Columbia,West,Home Office,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Jumbo Drum,0.56,2010/2/20
374,2595,2011/12/13,Not Specified,13,11764.25,0.04,Delivery Truck,2322.44,880.98,44.55,Art Miller,British Columbia,West,Corporate,Furniture,Bookcases,Riverside Palais Royal Lawyers Bookcase-- Royale Cherry Finish,Jumbo Box,0.62,2011/12/14
375,2595,2011/12/13,Not Specified,4,25.17,0.09,Regular Air,5.88,5.47,5.26,Art Miller,British Columbia,West,Corporate,Furniture,Office Furnishings,Advantus Panel Wall Acrylic Frame,Small Pack,0.42,2011/12/15
376,2595,2011/12/13,Not Specified,29,208.47,0.01,Express Air,-125.6,6.48,8.74,Art Miller,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1984,Small Box,0.36,2011/12/15
613,4195,2010/5/28,Not Specified,30,255.74,0.07,Regular Air,37.09,8.5,1.99,Art Miller,British Columbia,West,Corporate,Technology,Computer Peripherals,Hewlett-Packard 4.7GB DVD+R Discs,Small Pack,0.49,2010/5/30
711,5028,2012/4/16,High,10,79.68,0.06,Regular Air,18.24,7.7,3.68,Art Miller,British Columbia,West,Corporate,Furniture,Office Furnishings,Deflect-O? Glasstique? Clear Desk Accessories,Wrap Bag,0.52,2012/4/18
878,6309,2010/6/9,Medium,10,29.79,0.01,Regular Air,3.76,2.88,0.99,Art Miller,British Columbia,West,Corporate,Office Supplies,Labels,Avery 474,Small Box,0.36,2010/6/10
3670,26277,2011/6/27,Medium,17,877.81,0.02,Regular Air,-44.4,49.99,19.99,Art Miller,British Columbia,West,Corporate,Technology,Computer Peripherals,US Robotics 56K V.92 Internal PCI Faxmodem,Small Box,0.45,2011/6/28
3692,26374,2009/11/5,Not Specified,5,90.9415,0.05,Regular Air,-109.42,20.99,3.3,Art Miller,British Columbia,West,Corporate,Technology,Telephones and Communication,Accessory39,Small Pack,0.81,2009/11/6
5837,41413,2011/11/16,Low,17,10134.55,0.08,Regular Air,-597.21,599.99,24.49,Art Miller,British Columbia,West,Corporate,Technology,Copiers and Fax,Hewlett Packard LaserJet 3310 Copier,Large Box,0.37,2011/11/23
5838,41413,2011/11/16,Low,46,1765.64,0.08,Regular Air,108.65,40.97,14.45,Art Miller,British Columbia,West,Corporate,Furniture,Office Furnishings,Dana Halogen Swing-Arm Architect Lamp,Large Box,0.57,2011/11/18
5839,41413,2011/11/16,Low,23,156.5,0.01,Regular Air,-49.6,6.48,6,Art Miller,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 2,Small Box,0.37,2011/11/20
5895,41824,2010/7/4,Not Specified,8,157.51,0.01,Regular Air,46.48,18.94,1.49,Art Miller,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Flexible Leather- Look Classic Collection Ring Binder,Small Box,0.35,2010/7/5
5896,41824,2010/7/4,Not Specified,33,97.78,0.09,Regular Air,-31.22,2.98,2.03,Art Miller,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Premium Writing Pencils-- Soft-- #2 by Central Association for the Blind,Wrap Bag,0.57,2010/7/6
8234,58854,2010/4/24,Critical,35,6130.9,0.03,Delivery Truck,583.15,170.98,35.89,Arthur Gainer,Quebec,Quebec,Corporate,Furniture,Bookcases,Rush Hierlooms Collection 1" Thick Stackable Bookcases,Jumbo Box,0.66,2010/4/25
8235,58854,2010/4/24,Critical,10,193.205,0,Regular Air,-52.24,20.99,4.81,Arthur Gainer,Quebec,Quebec,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,2010/4/26
6339,44935,2010/11/17,High,37,99.65,0.01,Regular Air,27,2.62,0.8,Arthur Gainer,Manitoba,Prarie,Consumer,Office Supplies,Rubber Bands,Staples Metal Binder Clips,Wrap Bag,0.39,2010/11/20
6497,46244,2009/7/2,Medium,10,601.57,0.09,Delivery Truck,-247.25,60.98,30,Arthur Gainer,Manitoba,Prarie,Consumer,Furniture,Chairs & Chairmats,Novimex Fabric Task Chair,Jumbo Drum,0.7,2009/7/3
6498,46244,2009/7/2,Medium,9,157.42,0.05,Regular Air,-18.68,17.48,1.99,Arthur Gainer,Manitoba,Prarie,Consumer,Technology,Computer Peripherals,Maxell Pro 80 Minute CD-R-- 10/Pack,Small Pack,0.45,2009/7/4
8112,57921,2010/8/18,Medium,8,45.24,0.01,Regular Air,-42.12,4.98,4.62,Arthur Gainer,Manitoba,Prarie,Consumer,Technology,Computer Peripherals,Imation 3.5"-- DISKETTE 44766 HGHLD3.52HD/FM-- 10/Pack,Small Pack,0.64,2010/8/18
8113,57921,2010/8/18,Medium,7,148.05,0.08,Regular Air,-45.94,21.38,8.99,Arthur Gainer,Manitoba,Prarie,Consumer,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,2010/8/20
8127,58086,2011/3/10,Medium,27,154.62,0.04,Regular Air,-118.6,5.53,6.98,Arthur Gainer,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Avery Durable Poly Binders,Small Box,0.39,2011/3/11
8128,58086,2011/3/10,Medium,31,1638.2,0.1,Regular Air,471.22,55.98,13.88,Arthur Gainer,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 1882,Small Box,0.36,2011/3/11
11,66,2009/1/19,Low,41,108.15,0.09,Regular Air,7.57,2.88,0.7,Arthur Gainer,Alberta,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.56,2009/1/19
6337,44935,2010/11/17,High,39,9362.73,0,Regular Air,2766.29,232.58,19.99,Arthur Gainer,Alberta,West,Consumer,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty? Dirt Cup,Small Box,0.59,2010/11/18
6338,44935,2010/11/17,High,37,125.33,0.06,Express Air,58.5,3.08,0.5,Arthur Gainer,Alberta,West,Consumer,Office Supplies,Labels,Avery 497,Small Box,0.37,2010/11/18
84,513,2011/4/30,High,33,5437.92,0,Delivery Truck,-684.57,150.89,60.2,Arthur Prichep,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,Global Leather & Oak Executive Chair-- Burgundy,Jumbo Drum,0.77,2011/4/30
94,611,2010/1/26,Critical,47,840.04,0.04,Regular Air,-131.27,17.7,9.47,Arthur Prichep,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Portfile? Personal File Boxes,Small Box,0.59,2010/1/28
2895,20899,2010/4/12,Low,9,495.1,0.04,Regular Air,110.36,54.96,10.75,Arthur Prichep,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1940,Small Box,0.36,2010/4/21
3012,21665,2012/10/15,High,5,474.793,0.09,Express Air,-407.26,115.99,2.5,Arthur Prichep,Ontario,Ontario,Home Office,Technology,Telephones and Communication,DPC 650 Piper,Small Box,0.58,2012/10/16
3708,26469,2012/7/30,Medium,4,7406.49,0.03,Regular Air,701.22,1889.99,19.99,Arthur Prichep,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Ibico EPK-21 Electric Binding System,Small Box,0.36,2012/8/1
3709,26469,2012/7/30,Medium,50,350.01,0.04,Regular Air,-133.43,6.68,6.93,Arthur Prichep,Ontario,Ontario,Home Office,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Small Box,0.37,2012/7/31
